customer_name_client,account,order_date_utc,region_territory,gross_revenue,unit_cost,profit_margin,active_subscription,customer_notes_log,gross_revenue_original_currency,unit_cost_original_currency
Hooli Inc,00599,2024-11-21,Europe,1322906.29,728905.83,0.48700000000000004,True,VIP client priority support,EUR,EUR
Stark Industries,00905,2024-03-01,APAC,109224.41,79135.81,0.163,False,,INR,INR
Hooli Inc,00329,2024-10-23,Europe,7075268.17,6366547.93,0.445,False,Customer asked for 50 discount,GBP,GBP
Acme Corp,00133,2024-11-26,India,214566.22,179200.47,0.34,True,,INR,INR
Hooli Inc,00193,2024-06-08,USA,3916490.39,2630029.21,,True,Customer asked for 50 discount,USD,USD
Acme Corp,00500,2024-12-14,LATAM,-271147.4,203431.75,-0.387,False,,USD,USD
Stark Industries,00187,2024-01-16,LATAM,2869566.48,2286969.81,0.45,True,Standard order,USD,USD
Stark Industries,00662,2024-06-14,USA,4375896.82,3600740.64,0.473,True,Account upgrade pending,USD,USD
Globex Inc,00024,2024-07-25,USA,5508749.34,4052040.06,0.258,True,,USD,USD
Wayne Enterprises,00187,2024-05-13,USA,3116984.7,2678608.97,0.091,True,Fast shipping requested,USD,USD
Cyberdyne Systems,00335,2024-04-01,India,24912.36,20377.87,0.35200000000000004,True,VIP client priority support,INR,INR
Pied Piper,00064,2024-03-22,LATAM,1684078.47,1418577.23,0.14400000000000002,True,,USD,USD
Pied Piper,00104,2024-10-24,LATAM,2116010.6,1778136.34,0.13,False,,USD,USD
Cyberdyne Systems,00560,2024-06-07,India,55824.5,45154.87,0.423,True,Customer asked for 50 discount,INR,INR
Soylent Corp,00488,2024-11-09,EMEA,890074.08,682797.07,,False,Account upgrade pending,EUR,EUR
Dunder Mifflin,00172,2024-06-28,LATAM,785554.94,530486.28,0.307,False,,USD,USD
Massive Dynamic,00599,2024-08-26,USA,1692588.65,1164652.22,0.191,True,,USD,USD
Umbrella Corp,00441,2024-10-21,LATAM,2073085.01,1809437.64,0.504,True,VIP client priority support,USD,USD
Cyberdyne Systems,00689,2024-03-14,EMEA,-2876356.4,1757961.75,-0.465,True,Customer asked for 50 discount,EUR,EUR
Umbrella Corp,00199,2024-07-19,North America,41862.04,25492.27,0.235,False,,USD,USD
Stark Industries,00733,2024-06-16,North America,898999.68,751659.29,0.39299999999999996,False,,USD,USD
Umbrella Corp,00365,2024-04-13,LATAM,1506449.6,1007736.32,0.337,True,Quarterly renewal,USD,USD
Cyberdyne Systems,00521,2024-04-14,North America,4368829.33,3091004.71,,True,VIP client priority support,USD,USD
Wayne Enterprises,00708,2024-06-02,India,165687.81,115924.34,0.111,False,,INR,INR
Dunder Mifflin,00507,2024-05-01,USA,4032798.26,3415356.31,0.273,False,Account upgrade pending,USD,USD
Umbrella Corp,00814,2024-09-26,North America,2256147.33,2020708.51,0.43200000000000005,False,,USD,USD
Dunder Mifflin,00485,2024-02-14,EMEA,4294441.67,2762876.16,0.435,True,Customer asked for 50 discount,EUR,EUR
Hooli Inc,00437,2024-06-27,APAC,92524.9,52142.09,0.09,False,VIP client priority support,INR,INR
Acme Corp,00515,2024-06-21,LATAM,3683308.61,3190677.59,0.436,True,Fast shipping requested,USD,USD
Hooli Inc,00391,2024-11-17,APAC,29775.07,22023.84,0.349,False,Standard order,INR,INR
Cyberdyne Systems,00983,2024-12-21,USA,5587447.59,3969161.48,0.17300000000000001,False,,USD,USD
Soylent Corp,00720,2024-06-14,Europe,1730754.02,1393047.94,0.071,True,Customer asked for 50 discount,EUR,EUR
Pied Piper,00015,2024-01-19,LATAM,1102164.43,837289.75,0.2,True,Account upgrade pending,USD,USD
Soylent Corp,00075,2024-10-22,India,149038.97,116975.6,,True,Account upgrade pending,INR,INR
Stark Industries,00165,2024-04-28,LATAM,1589337.97,1098277.8,0.319,False,,USD,USD
Hooli Inc,00095,2024-06-05,North America,205980.71,160912.0,0.253,True,Customer asked for 50 discount,USD,USD
Globex Inc,00771,2024-07-20,LATAM,3802298.05,2255610.66,0.149,True,VIP client priority support,USD,USD
Cyberdyne Systems,00795,2024-06-25,Europe,2623889.53,2024912.94,0.1,False,Account upgrade pending,EUR,EUR
Globex Inc,00558,2024-08-25,India,6687410.16,67030.66,,False,VIP client priority support,USD,INR
Acme Corp,00939,2024-10-25,APAC,105521.98,82884.8,0.341,False,,INR,INR
Dunder Mifflin,00342,2024-11-10,India,238202.29,133013.64,0.233,True,VIP client priority support,INR,INR
Stark Industries,00387,2024-03-20,USA,2160211.56,1422290.31,0.267,False,,USD,USD
Soylent Corp,00825,2024-02-27,North America,5594261.43,4881953.49,0.389,False,Standard order,USD,USD
Acme Corp,00703,2024-07-28,LATAM,3543035.71,2615006.9,0.335,False,Standard order,USD,USD
Stark Industries,00502,2024-12-14,Europe,2705211.53,2205156.28,0.251,True,Customer asked for 50 discount,GBP,GBP
Massive Dynamic,00781,2024-06-03,Europe,903371.32,578099.32,0.205,False,,EUR,EUR
Soylent Corp,00785,2024-05-23,EMEA,5186959.87,3943363.58,0.12,True,Account upgrade pending,GBP,GBP
Massive Dynamic,00381,2024-03-12,USA,3177195.87,2264543.59,0.377,True,,USD,USD
Pied Piper,00662,2024-04-13,North America,1738227.85,1419822.34,0.24100000000000002,True,Account upgrade pending,USD,USD
Acme Corp,00169,2024-07-23,India,123885.22,75888.95,,True,Quarterly renewal,INR,INR
Pied Piper,00221,2024-12-17,North America,4341842.75,2960726.51,0.47600000000000003,False,Quarterly renewal,USD,USD
Initech LLC,00217,2024-02-14,EMEA,3768540.81,2451229.17,0.303,True,,GBP,GBP
Massive Dynamic,00545,2024-03-12,North America,1531036.74,1248454.62,0.175,False,Quarterly renewal,USD,USD
Initech LLC,00860,2024-09-17,APAC,148490.96,113605.99,0.41700000000000004,False,Fast shipping requested,INR,INR
Soylent Corp,00499,2024-02-27,APAC,57673.52,42117.55,0.455,False,Quarterly renewal,INR,INR
Massive Dynamic,00835,2024-07-05,USA,4216063.5,2831494.06,0.353,False,Quarterly renewal,USD,USD
Hooli Inc,00291,2024-11-22,USA,6313011.19,4611053.51,0.271,True,,USD,USD
Acme Corp,00321,2024-11-11,APAC,52430.9,30945.94,0.19399999999999998,False,Fast shipping requested,INR,INR
Acme Corp,00317,2024-10-19,India,192767.36,162069.18,0.124,False,,INR,INR
Initech LLC,00285,2024-08-21,North America,4853218.95,4158313.18,0.315,True,,USD,USD
Dunder Mifflin,00428,2024-01-17,EMEA,1515524.47,1204781.47,0.061,False,Account upgrade pending,GBP,GBP
Globex Inc,00583,2024-09-10,USA,721069.99,461456.99,0.389,True,,USD,USD
Initech LLC,00992,2024-10-05,USA,685108.65,538949.29,0.484,True,Fast shipping requested,USD,USD
Hooli Inc,00803,2024-03-26,USA,3754157.95,2673548.43,0.361,True,Standard order,USD,USD
Cyberdyne Systems,00800,2024-12-15,Europe,5656730.25,4044341.28,0.27,True,Quarterly renewal,EUR,EUR
Acme Corp,00730,2024-10-21,EMEA,2577792.3,1795777.28,0.298,False,Account upgrade pending,EUR,EUR
Dunder Mifflin,00589,2024-09-14,LATAM,2321056.81,1791927.78,0.316,True,,USD,USD
Cyberdyne Systems,00827,2024-10-08,India,189217.3,157775.56,0.262,False,VIP client priority support,INR,INR
Acme Corp,00348,2024-06-10,APAC,222902.26,155706.69,,False,VIP client priority support,INR,INR
Pied Piper,00886,2024-11-08,North America,5963350.66,4857236.41,0.12,True,Standard order,USD,USD
Globex Inc,00626,2024-06-14,Europe,2058840.42,1372576.3,0.192,True,Quarterly renewal,EUR,EUR
Soylent Corp,00800,2024-02-13,EMEA,2791880.73,1994135.42,0.22899999999999998,False,Quarterly renewal,GBP,GBP
Soylent Corp,00799,2024-02-16,LATAM,2913955.23,1726799.36,0.107,False,Account upgrade pending,USD,USD
Initech LLC,00334,2024-04-19,LATAM,1055554.24,621929.33,0.053,False,Fast shipping requested,USD,USD
Hooli Inc,00379,2024-07-15,EMEA,545236.86,429715.03,0.49700000000000005,False,Account upgrade pending,EUR,EUR
Dunder Mifflin,00154,2024-03-20,Europe,-1057893.02,765734.92,-0.149,False,Customer asked for 50 discount,GBP,GBP
Hooli Inc,00642,2024-07-18,LATAM,3867571.54,3131527.3,0.135,True,VIP client priority support,USD,USD
Dunder Mifflin,00519,2024-07-22,North America,1776625.12,1188201.62,,False,Standard order,USD,USD
Globex Inc,00396,2024-03-18,Europe,593024.84,542991.49,0.512,False,,EUR,EUR
Cyberdyne Systems,00887,2024-08-13,India,6045867.9,45477.45,0.364,False,Quarterly renewal,USD,INR
Cyberdyne Systems,00234,2024-03-17,India,180730.68,118279.36,0.168,True,Account upgrade pending,INR,INR
Initech LLC,00483,2024-03-21,USA,-3871029.19,3467710.56,-0.231,True,Quarterly renewal,USD,USD
Cyberdyne Systems,00024,2024-04-14,North America,3234258.22,2190380.78,0.321,True,,USD,USD
Massive Dynamic,00279,2024-05-12,India,87627.37,77132.67,0.27899999999999997,False,Fast shipping requested,INR,INR
Acme Corp,00886,2024-07-06,EMEA,608344.44,554069.32,0.385,True,Customer asked for 50 discount,EUR,EUR
Stark Industries,00456,2024-07-15,India,221977.95,164049.41,0.415,False,Account upgrade pending,INR,INR
Globex Inc,00625,2024-10-17,Europe,2278055.53,1447150.04,0.226,True,Quarterly renewal,EUR,EUR
Initech LLC,00165,2024-04-26,India,21135744.92,156666.61,0.47,True,Customer asked for 50 discount,USD,INR
Dunder Mifflin,00086,2024-10-12,EMEA,459963.39,322819.66,0.409,True,,GBP,GBP
Cyberdyne Systems,00671,2024-10-25,LATAM,323840.74,287303.57,0.47,False,VIP client priority support,USD,USD
Soylent Corp,00464,2024-06-21,North America,3503542.85,2927257.17,0.256,False,,USD,USD
Cyberdyne Systems,00082,2024-07-23,Europe,1610328.16,1259199.87,0.384,False,Customer asked for 50 discount,EUR,EUR
Soylent Corp,00545,2024-10-15,APAC,64116.69,55428.06,0.253,True,Customer asked for 50 discount,INR,INR
Initech LLC,00760,2024-06-09,EMEA,7279944.82,4227788.79,0.16399999999999998,False,,GBP,GBP
Acme Corp,00282,2024-09-28,APAC,-218246.4,173941.53,-0.444,False,Fast shipping requested,INR,INR
Massive Dynamic,00107,2024-11-10,APAC,-204744.47,167023.77,-0.257,False,,INR,INR
Dunder Mifflin,00972,2024-11-26,LATAM,140124.27,123460.8,0.483,False,,USD,USD
Pied Piper,00377,2024-05-04,Europe,2418339.33,1955635.02,0.125,False,Account upgrade pending,GBP,GBP
Initech LLC,00420,2024-03-24,Europe,3371659.87,2858855.83,0.19399999999999998,True,,EUR,EUR
Hooli Inc,00646,2024-07-18,LATAM,1967087.79,1313916.79,0.22,True,Account upgrade pending,USD,USD
Dunder Mifflin,00124,2024-11-12,North America,2661816.45,2149111.48,0.331,False,Customer asked for 50 discount,USD,USD
Cyberdyne Systems,00743,2024-07-24,EMEA,6035976.01,5301741.11,0.08900000000000001,False,Standard order,GBP,GBP
Soylent Corp,00571,2024-04-21,North America,6563425.15,4205712.8,,True,,USD,USD
Stark Industries,00434,2024-09-03,India,187964.23,152532.22,0.174,True,Account upgrade pending,INR,INR
Globex Inc,00375,2024-04-17,APAC,13069188.98,86014.34,0.38299999999999995,True,Quarterly renewal,USD,INR
Initech LLC,00366,2024-10-20,USA,3076898.21,2190789.29,,False,Standard order,USD,USD
Hooli Inc,00498,2024-02-17,Europe,1738874.24,1118521.53,0.331,True,,EUR,EUR
Soylent Corp,00687,2024-09-22,LATAM,965570.79,800888.75,0.24100000000000002,False,Account upgrade pending,USD,USD
Dunder Mifflin,00634,2024-02-02,APAC,183943.18,151025.78,0.40700000000000003,True,Standard order,INR,INR
Acme Corp,00961,2024-06-16,LATAM,2317838.57,2044705.58,0.242,True,Account upgrade pending,USD,USD
Cyberdyne Systems,00108,2024-07-24,EMEA,3131530.01,1936192.26,0.513,True,,EUR,EUR
Umbrella Corp,00546,2024-10-13,EMEA,613992.45,338088.64,0.204,False,Account upgrade pending,EUR,EUR
Umbrella Corp,00988,2024-11-19,North America,6513509.5,3816117.97,0.226,False,VIP client priority support,USD,USD
Globex Inc,00162,2024-01-27,Europe,6579737.82,5550993.51,0.489,False,VIP client priority support,GBP,GBP
Massive Dynamic,00540,2024-08-16,North America,6260490.51,5594276.56,0.261,False,Fast shipping requested,USD,USD
Hooli Inc,00262,2024-04-17,EMEA,278273.17,159086.29,0.446,False,Fast shipping requested,EUR,EUR
Globex Inc,00103,2024-10-10,USA,5054627.73,3982962.71,0.409,False,,USD,USD
Wayne Enterprises,00455,2024-08-15,LATAM,2267342.64,1730848.86,0.516,False,Standard order,USD,USD
Globex Inc,00861,2024-10-05,APAC,162028.44,133434.49,0.192,False,Standard order,INR,INR
Acme Corp,00904,2024-09-18,LATAM,3651176.94,2134214.66,0.469,True,Quarterly renewal,USD,USD
Stark Industries,00221,2024-01-13,India,33501.1,22025.75,0.48,True,,INR,INR
Soylent Corp,00390,2024-03-03,Europe,6533314.28,4615466.52,0.344,False,Customer asked for 50 discount,GBP,GBP
Wayne Enterprises,00716,2024-05-26,APAC,51426.65,43111.65,0.375,False,VIP client priority support,INR,INR
Acme Corp,00716,2024-11-15,North America,452197.43,338545.32,0.499,False,,USD,USD
Pied Piper,00559,2024-02-22,EMEA,2478927.11,2175684.85,0.44799999999999995,False,Standard order,EUR,EUR
Stark Industries,00500,2024-04-16,APAC,202570.23,129533.17,0.11699999999999999,True,,INR,INR
Soylent Corp,00796,2024-01-23,North America,2284356.77,2059697.63,0.14400000000000002,False,,USD,USD
Cyberdyne Systems,00979,2024-04-15,EMEA,5346553.82,2990672.27,0.33299999999999996,True,VIP client priority support,GBP,GBP
Globex Inc,00997,2024-02-11,EMEA,3872135.57,2373110.52,0.11699999999999999,True,Standard order,EUR,EUR
Wayne Enterprises,00013,2024-02-14,India,191733.18,107950.04,0.43700000000000006,False,,INR,INR
Pied Piper,00712,2024-04-12,India,7970913.87,81997.57,0.122,True,Quarterly renewal,USD,INR
Cyberdyne Systems,00303,2024-07-18,USA,-2886899.23,1908087.91,-0.46399999999999997,True,,USD,USD
Cyberdyne Systems,00870,2024-07-24,USA,3079182.84,2208868.75,0.209,True,,USD,USD
Soylent Corp,00261,2024-12-04,North America,6010752.06,4525110.66,0.353,True,,USD,USD
Umbrella Corp,00565,2024-05-27,USA,2259929.83,1987093.21,0.253,True,Quarterly renewal,USD,USD
Wayne Enterprises,00591,2024-11-12,USA,4283457.86,3267317.27,0.19899999999999998,False,VIP client priority support,USD,USD
Stark Industries,00333,2024-11-14,India,230442.09,200876.74,0.488,False,VIP client priority support,INR,INR
Soylent Corp,00324,2024-06-10,Europe,2978341.64,2413449.21,0.314,True,VIP client priority support,EUR,EUR
Wayne Enterprises,00131,2024-09-09,India,174041.11,153913.45,0.11900000000000001,True,VIP client priority support,INR,INR
Wayne Enterprises,00494,2024-03-28,LATAM,3283997.65,2876222.79,0.135,False,Account upgrade pending,USD,USD
Hooli Inc,00097,2024-03-15,EMEA,6790350.84,4013501.85,0.14300000000000002,True,Fast shipping requested,GBP,GBP
Hooli Inc,00627,2024-10-10,Europe,2718814.72,1749570.83,,True,Standard order,GBP,GBP
Acme Corp,00254,2024-05-22,USA,5008458.98,4162595.86,0.309,False,Standard order,USD,USD
Initech LLC,00597,2024-07-22,APAC,175345.63,113975.53,0.29100000000000004,False,,INR,INR
Initech LLC,00360,2024-12-24,North America,1786565.53,1586367.15,0.363,False,Fast shipping requested,USD,USD
Dunder Mifflin,00840,2024-04-16,North America,3821301.33,2436728.33,0.39,True,Fast shipping requested,USD,USD
Cyberdyne Systems,00606,2024-11-27,USA,383310.54,230493.98,0.13699999999999998,True,Standard order,USD,USD
Wayne Enterprises,00820,2024-04-20,USA,4178224.26,2595831.85,0.28300000000000003,False,Customer asked for 50 discount,USD,USD
Initech LLC,00702,2024-08-14,India,243676.64,157757.91,0.139,True,Quarterly renewal,INR,INR
Cyberdyne Systems,00878,2024-11-20,EMEA,1867363.61,1311905.35,0.168,True,,EUR,EUR
Dunder Mifflin,00680,2024-05-21,USA,2303526.48,1891606.0,0.08800000000000001,False,,USD,USD
Dunder Mifflin,00772,2024-06-10,USA,3803251.24,3115034.71,0.431,True,,USD,USD
Hooli Inc,00569,2024-04-19,USA,2740217.44,2399308.28,0.494,False,,USD,USD
Cyberdyne Systems,00155,2024-03-25,USA,2551733.24,2225092.56,0.254,True,VIP client priority support,USD,USD
Massive Dynamic,00978,2024-07-01,North America,2257476.99,1259721.13,0.499,True,Quarterly renewal,USD,USD
Stark Industries,00631,2024-03-07,USA,2364495.93,1393218.46,0.336,False,,USD,USD
Soylent Corp,00436,2024-05-13,LATAM,1274678.47,977000.17,0.332,True,Account upgrade pending,USD,USD
Initech LLC,00894,2024-10-24,North America,2788667.26,1749885.07,0.46,False,Customer asked for 50 discount,USD,USD
Globex Inc,00358,2024-12-23,India,196490.81,149675.25,0.336,True,,INR,INR
Massive Dynamic,00491,2024-07-23,APAC,157783.71,91527.78,0.469,True,Fast shipping requested,INR,INR
Stark Industries,00408,2024-05-19,Europe,-2969992.66,1878916.27,-0.342,False,VIP client priority support,EUR,EUR
Pied Piper,00989,2024-06-28,EMEA,1191411.24,1062467.23,0.078,False,,EUR,EUR
Pied Piper,00264,2024-07-25,Europe,1086234.04,607590.04,0.087,True,,GBP,GBP
Acme Corp,00401,2024-10-18,India,116706.09,72728.77,0.326,True,Fast shipping requested,INR,INR
Dunder Mifflin,00898,2024-06-28,EMEA,2355120.71,1317506.27,0.134,True,Customer asked for 50 discount,EUR,EUR
Hooli Inc,00589,2024-12-01,Europe,3112811.6,2779651.03,0.127,True,Account upgrade pending,EUR,EUR
Hooli Inc,00356,2024-08-02,APAC,133546.44,105164.21,0.43700000000000006,False,VIP client priority support,INR,INR
Umbrella Corp,00791,2024-01-04,Europe,346118.51,298309.38,0.153,True,VIP client priority support,EUR,EUR
Globex Inc,00337,2024-11-25,EMEA,3656413.91,2916968.31,0.069,True,Quarterly renewal,GBP,GBP
Massive Dynamic,00513,2024-10-24,APAC,129741.42,111155.13,0.053,False,Customer asked for 50 discount,INR,INR
Pied Piper,00579,2024-03-25,EMEA,2056329.76,1329060.85,0.064,False,,EUR,EUR
Wayne Enterprises,00219,2024-02-07,North America,1343070.52,1022044.85,0.36700000000000005,True,Account upgrade pending,USD,USD
Stark Industries,00065,2024-04-05,USA,91295.31,78235.45,0.495,True,,USD,USD
Wayne Enterprises,00626,2024-09-08,Europe,-503022.87,296626.32,-0.07400000000000001,True,Customer asked for 50 discount,EUR,EUR
Dunder Mifflin,00320,2024-12-25,LATAM,1502160.69,1165706.87,0.39899999999999997,True,,USD,USD
Acme Corp,00032,2024-02-14,EMEA,911025.08,715685.31,0.46399999999999997,True,Standard order,GBP,GBP
Umbrella Corp,00098,2024-12-10,USA,-159280.63,120797.92,-0.151,False,,USD,USD
Dunder Mifflin,00048,2024-08-26,LATAM,-2328760.65,1316708.72,-0.41200000000000003,True,Customer asked for 50 discount,USD,USD
Initech LLC,00500,2024-01-21,North America,1262592.27,1016614.07,0.071,False,,USD,USD
Initech LLC,00510,2024-12-20,Europe,3744218.11,2691401.33,0.36,False,,EUR,EUR
Cyberdyne Systems,00338,2024-10-03,USA,6565094.79,5474671.24,0.46799999999999997,False,Account upgrade pending,USD,USD
Wayne Enterprises,00098,2024-06-06,India,189657.31,164786.79,0.28800000000000003,False,VIP client priority support,INR,INR
Massive Dynamic,00359,2024-04-18,India,9087415.31,87267.17,0.306,False,Standard order,USD,INR
Pied Piper,00966,2024-11-04,India,124849.1,83702.62,0.49,False,Quarterly renewal,INR,INR
Massive Dynamic,00369,2024-04-02,USA,1046819.78,844530.79,0.47,True,,USD,USD
Cyberdyne Systems,00947,2024-05-22,APAC,137781.89,80703.99,0.065,True,Fast shipping requested,INR,INR
Umbrella Corp,00269,2024-07-16,LATAM,2808209.88,1839589.06,0.14800000000000002,False,,USD,USD
Acme Corp,00639,2024-01-08,India,12604.88,10200.29,0.303,False,Account upgrade pending,INR,INR
Acme Corp,00512,2024-02-08,APAC,2254045.15,20716.53,0.264,True,,USD,INR
Dunder Mifflin,00340,2024-04-27,EMEA,970517.52,843578.74,0.259,False,Customer asked for 50 discount,GBP,GBP
Initech LLC,00588,2024-05-14,LATAM,1989497.99,1722490.87,0.126,True,,USD,USD
Umbrella Corp,00713,2024-04-15,North America,5180060.77,4395369.13,0.071,True,,USD,USD
Soylent Corp,00740,2024-02-16,LATAM,-3921024.94,2987123.02,-0.28300000000000003,False,,USD,USD
Dunder Mifflin,00735,2024-02-09,India,73331.04,55452.51,0.174,True,,INR,INR
Wayne Enterprises,00529,2024-02-17,North America,4439463.29,3174472.47,0.174,False,VIP client priority support,USD,USD
Massive Dynamic,00433,2024-04-14,APAC,-176861.11,98006.11,-0.10300000000000001,False,Customer asked for 50 discount,INR,INR
Massive Dynamic,00553,2024-04-22,APAC,201300.2,124767.23,0.09699999999999999,False,,INR,INR
Umbrella Corp,00159,2024-02-03,USA,3782961.91,2426448.83,0.22,True,,USD,USD
Dunder Mifflin,00780,2024-06-14,LATAM,2921784.56,1989117.96,0.44299999999999995,True,,USD,USD
Massive Dynamic,00982,2024-11-26,Europe,1810734.51,1513858.28,0.081,True,Standard order,EUR,EUR
Hooli Inc,00294,2024-08-21,LATAM,2164520.05,1438281.83,0.496,False,,USD,USD
Acme Corp,00629,2024-02-06,India,-135521.08,105442.94,-0.489,True,,INR,INR
Soylent Corp,00330,2024-06-20,EMEA,1214155.16,818279.17,0.331,True,VIP client priority support,EUR,EUR
Initech LLC,00312,2024-12-24,North America,3886897.0,2387190.93,0.35,False,Account upgrade pending,USD,USD
Cyberdyne Systems,00918,2024-07-04,USA,6224931.45,4481075.24,0.084,False,,USD,USD
Wayne Enterprises,00013,2024-05-19,APAC,139907.83,119457.3,0.175,False,,INR,INR
Massive Dynamic,00120,2024-07-26,LATAM,531311.31,433573.29,0.069,True,,USD,USD
Globex Inc,00284,2024-12-16,North America,74601.58,50349.97,0.252,False,Customer asked for 50 discount,USD,USD
Globex Inc,00372,2024-09-01,Europe,1089556.73,988847.0,0.057999999999999996,False,Customer asked for 50 discount,EUR,EUR
Stark Industries,00137,2024-04-04,APAC,223511.87,198818.6,0.365,False,,INR,INR
Stark Industries,00228,2024-12-07,North America,4936243.49,3417144.32,0.304,False,,USD,USD
Wayne Enterprises,00818,2024-08-01,India,210363.64,162910.85,0.332,False,VIP client priority support,INR,INR
Wayne Enterprises,00222,2024-06-23,North America,5998074.9,4141036.5,0.373,False,Fast shipping requested,USD,USD
Stark Industries,00740,2024-07-13,Europe,3077189.52,2516975.25,0.17,True,Customer asked for 50 discount,EUR,EUR
Stark Industries,00171,2024-09-11,North America,5647770.9,5152403.13,0.092,True,,USD,USD
Dunder Mifflin,00266,2024-08-21,APAC,73235.8,65099.76,0.295,True,Standard order,INR,INR
