customer_name_client,account,order_date_utc,region_territory,gross_revenue,unit_cost,profit_margin,active_subscription,customer_notes_log
Cyberdyne Systems,00687,2024-01-02,LATAM,60657.34,32451.68,0.465,False,Account upgrade pending
Globex Inc,00842,2024-03-15,LATAM,51949.17,30753.91,0.408,True,Account upgrade pending
Vandelay Industries,00991,2024-05-06,EMEA,17154.0,16244.84,0.053,False,Standard order
Globex Inc,00001,2024-02-09,North America,39226.78,28557.1,0.272,False,Customer asked for $50 discount
Cyberdyne Systems,00496,2024-02-17,EMEA,63208.2,39252.29,0.379,True,Fast shipping requested
Acme Corp,00190,2024-02-06,EMEA,13222.77,11900.49,0.1,False,Fast shipping requested
Wayne Enterprises,00401,2024-04-08,North America,35065.3,26474.3,0.245,True,Fast shipping requested
Dunder Mifflin,00915,2024-06-17,LATAM,3676.07,2984.97,0.188,False,Account upgrade pending
Wonka Industries,00882,2024-05-08,EMEA,26488.14,20501.82,0.226,False,VIP client priority support
Vandelay Industries,00880,2024-02-05,APAC,58979.59,41757.55,0.292,True,Account upgrade pending
Vandelay Industries,00950,2024-05-09,APAC,10141.94,5425.94,0.465,True,
Vandelay Industries,00163,2024-02-29,North America,50061.94,22978.43,0.541,False,Standard order
Initech LLC,00746,2024-04-08,LATAM,69217.0,63264.34,0.086,True,Quarterly renewal
Stark Industries,00111,2024-06-27,LATAM,28633.36,17494.98,0.389,True,VIP client priority support
Wonka Industries,00542,2024-02-19,North America,43867.04,33777.62,0.23,False,Customer asked for $50 discount
Initech LLC,00699,2024-06-13,LATAM,14665.2,9400.39,0.359,True,
Globex Inc,00450,2024-04-19,LATAM,-65611.28,59050.15,-0.1,True,Quarterly renewal
Acme Corp,00616,2024-05-18,APAC,2179.41,1996.34,0.084,True,Standard order
Massive Dynamic,00590,2024-03-02,APAC,30241.86,14576.58,0.518,True,Standard order
Stark Industries,00432,2024-03-07,EMEA,25423.32,12406.58,0.512,True,Quarterly renewal
Soylent Corp,00075,2024-05-24,North America,26265.5,23901.6,0.09,True,Customer asked for $50 discount
Vandelay Industries,00043,2024-01-27,North America,37496.46,19685.64,0.475,True,Standard order
Acme Corp,00793,2024-02-20,LATAM,51304.62,30885.38,0.39799999999999996,True,Account upgrade pending
Initech LLC,00119,2024-04-22,North America,67337.43,55957.4,0.16899999999999998,True,Quarterly renewal
Cyberdyne Systems,00766,2024-05-17,North America,74324.94,68527.59,0.078,True,Standard order
Stark Industries,00359,2024-06-03,EMEA,74857.62,68270.15,0.08800000000000001,False,VIP client priority support
Vandelay Industries,00753,2024-04-01,EMEA,33543.87,20897.83,0.377,True,Customer asked for $50 discount
Vandelay Industries,00555,2024-05-08,North America,4522.82,3835.35,0.152,False,Customer asked for $50 discount
Vandelay Industries,00567,2024-02-23,North America,-28243.05,17651.91,-0.375,True,Standard order
Acme Corp,00511,2024-01-09,APAC,21208.57,11092.08,0.47700000000000004,True,
Cyberdyne Systems,00394,2024-04-23,North America,17221.41,13725.46,0.203,False,Standard order
Hooli Inc,00773,2024-03-27,APAC,,,0.465,True,
Vandelay Industries,00951,2024-01-15,North America,41720.42,27702.36,0.336,True,Quarterly renewal
Cyberdyne Systems,00479,2024-03-01,EMEA,68124.59,56202.79,0.175,False,Account upgrade pending
Cyberdyne Systems,00040,2024-06-06,APAC,27446.27,24372.29,0.11199999999999999,False,
Wayne Enterprises,00868,2024-02-15,LATAM,,,-0.29,False,VIP client priority support
Acme Corp,00594,2024-01-21,APAC,67329.8,38176.0,0.433,True,Quarterly renewal
Umbrella Corp,00646,2024-02-14,EMEA,65407.32,45588.9,0.303,False,Standard order
Massive Dynamic,00735,2024-02-28,North America,,,,False,Standard order
Globex Inc,00520,2024-04-23,North America,38572.15,23490.44,0.391,True,Customer asked for $50 discount
Initech LLC,00026,2024-03-24,APAC,25456.44,20441.52,,True,Customer asked for $50 discount
Initech LLC,00934,2024-05-31,North America,8414.29,5856.35,0.304,False,Quarterly renewal
Cyberdyne Systems,00851,2024-05-29,North America,49450.92,45049.79,0.08900000000000001,False,Account upgrade pending
Massive Dynamic,00589,2024-06-10,LATAM,40653.07,29026.29,0.28600000000000003,True,Customer asked for $50 discount
Wayne Enterprises,00200,2024-05-27,APAC,68374.68,49366.52,0.278,False,Fast shipping requested
Umbrella Corp,00456,2024-04-14,APAC,6436.91,4164.68,0.353,True,Quarterly renewal
Hooli Inc,00848,2024-02-02,EMEA,58345.4,32206.66,0.44799999999999995,False,Standard order
Cyberdyne Systems,00432,2024-05-09,EMEA,43412.88,38637.46,0.11,True,Fast shipping requested
Globex Inc,00130,2024-01-09,LATAM,2282.89,1120.9,0.509,False,Quarterly renewal
Cyberdyne Systems,00714,2024-05-22,EMEA,53542.77,34588.63,0.354,True,Standard order
Vandelay Industries,00943,2024-03-31,LATAM,68345.23,41007.14,0.4,False,Quarterly renewal
Acme Corp,00608,2024-05-31,APAC,50706.08,33263.19,0.344,False,Quarterly renewal
Wayne Enterprises,00506,2024-03-28,North America,42527.78,33554.42,0.21100000000000002,True,Quarterly renewal
Acme Corp,00834,2024-02-23,LATAM,39175.56,33965.21,0.133,True,VIP client priority support
Umbrella Corp,00907,2024-02-13,APAC,70470.76,43480.46,0.38299999999999995,False,Account upgrade pending
Wonka Industries,00521,2024-02-13,North America,45080.17,42690.92,0.053,True,Customer asked for $50 discount
Umbrella Corp,00289,2024-05-26,LATAM,55040.66,32584.07,0.408,False,VIP client priority support
Cyberdyne Systems,00506,2024-03-08,North America,64905.45,59063.96,0.09,False,Customer asked for $50 discount
Initech LLC,00520,2024-03-26,APAC,34283.07,17278.67,,False,Quarterly renewal
Wonka Industries,00572,2024-06-18,North America,71214.1,59819.84,0.16,True,Quarterly renewal
Soylent Corp,00834,2024-02-17,LATAM,21553.68,12673.56,0.41200000000000003,True,Standard order
Soylent Corp,00572,2024-06-05,EMEA,53394.29,35133.44,0.342,True,Account upgrade pending
Dunder Mifflin,00978,2024-02-16,APAC,63131.54,41098.63,0.349,True,Standard order
Umbrella Corp,00116,2024-03-14,LATAM,72717.48,34322.65,0.528,False,Fast shipping requested
Cyberdyne Systems,00722,2024-02-02,LATAM,63089.0,51480.62,0.184,True,Standard order
Massive Dynamic,00791,2024-03-23,APAC,50786.68,25088.62,0.506,False,Customer asked for $50 discount
Dunder Mifflin,00839,2024-01-12,APAC,33848.91,21561.76,0.363,False,Quarterly renewal
Hooli Inc,00553,2024-01-06,North America,60279.76,34178.62,0.433,True,Account upgrade pending
Umbrella Corp,00371,2024-05-17,EMEA,73898.69,64217.96,0.131,True,Quarterly renewal
Massive Dynamic,00751,2024-03-04,North America,3187.59,1765.92,,True,Standard order
Umbrella Corp,00647,2024-06-25,EMEA,3016.46,1631.9,0.45899999999999996,False,Standard order
Globex Inc,00517,2024-06-29,LATAM,2001.49,1108.83,0.446,True,
Stark Industries,00436,2024-05-11,North America,23010.47,16429.48,0.28600000000000003,False,Quarterly renewal
Cyberdyne Systems,00575,2024-03-12,LATAM,21689.51,12710.05,0.414,False,VIP client priority support
Umbrella Corp,00592,2024-01-07,LATAM,57954.83,45436.59,0.21600000000000003,False,Standard order
Massive Dynamic,00174,2024-02-23,LATAM,44709.01,26288.9,0.41200000000000003,False,Standard order
Pied Piper,00506,2024-03-05,LATAM,,,0.33299999999999996,True,Customer asked for $50 discount
Vandelay Industries,00215,2024-05-23,LATAM,41146.36,29172.77,0.29100000000000004,False,Standard order
Cyberdyne Systems,00717,2024-01-20,LATAM,9982.55,7297.24,0.26899999999999996,True,VIP client priority support
Soylent Corp,00175,2024-06-09,LATAM,,,0.268,True,Account upgrade pending
Stark Industries,00630,2024-04-05,EMEA,11043.06,8436.9,0.23600000000000002,True,VIP client priority support
Umbrella Corp,00959,2024-03-25,EMEA,-12735.75,9106.06,-0.285,True,Customer asked for $50 discount
Vandelay Industries,00193,2024-02-21,North America,40561.0,37194.44,0.083,False,Customer asked for $50 discount
Dunder Mifflin,00015,2024-02-19,APAC,21671.97,16210.63,0.252,False,Standard order
Hooli Inc,00157,2024-01-27,EMEA,21358.92,13413.4,0.37200000000000005,True,
Vandelay Industries,00893,2024-06-06,LATAM,16093.35,8819.16,0.452,True,VIP client priority support
Wonka Industries,00001,2024-03-23,North America,67248.52,48015.44,0.28600000000000003,False,Quarterly renewal
Massive Dynamic,00403,2024-04-06,LATAM,53115.22,26982.53,0.49200000000000005,True,Fast shipping requested
Wonka Industries,00285,2024-02-06,LATAM,42256.2,21128.1,0.5,True,Standard order
Wonka Industries,00375,2024-04-29,APAC,54772.62,46830.59,0.145,True,Quarterly renewal
Soylent Corp,00370,2024-05-14,EMEA,918.28,641.88,,True,Fast shipping requested
Wayne Enterprises,00658,2024-05-02,LATAM,3771.85,3526.68,0.065,True,Account upgrade pending
Dunder Mifflin,00466,2024-05-05,EMEA,,,0.35600000000000004,True,
Wonka Industries,00135,2024-01-22,LATAM,-62637.8,49671.78,-0.207,True,
Umbrella Corp,00671,2024-06-06,North America,25283.54,14892.01,0.41100000000000003,True,Fast shipping requested
Cyberdyne Systems,00427,2024-06-19,North America,5339.14,4954.72,0.07200000000000001,True,Quarterly renewal
Dunder Mifflin,00765,2024-01-01,APAC,20895.35,18952.08,0.09300000000000001,False,Standard order
Globex Inc,00187,2024-01-23,EMEA,24153.85,18429.39,0.237,False,Customer asked for $50 discount
Wonka Industries,00698,2024-06-13,EMEA,56181.93,45563.55,0.18899999999999997,True,Quarterly renewal
Wonka Industries,00193,2024-03-10,EMEA,13694.85,10572.42,0.228,True,
Dunder Mifflin,00704,2024-02-13,North America,71250.05,42678.78,0.401,True,Quarterly renewal
Stark Industries,00717,2024-05-08,APAC,7261.43,6477.2,0.10800000000000001,True,VIP client priority support
Initech LLC,00479,2024-05-30,APAC,28235.06,25355.08,0.102,True,Quarterly renewal
Cyberdyne Systems,00487,2024-03-26,APAC,48767.16,33015.37,0.32299999999999995,True,
Hooli Inc,00468,2024-05-31,LATAM,54956.14,42920.75,0.21899999999999997,True,Standard order
Umbrella Corp,00782,2024-05-09,North America,31863.46,22113.24,0.306,False,Account upgrade pending
Pied Piper,00143,2024-02-03,APAC,59248.42,32527.38,0.451,True,VIP client priority support
Acme Corp,00675,2024-02-07,EMEA,66280.13,48517.06,0.268,True,Fast shipping requested
Massive Dynamic,00866,2024-04-05,North America,36062.13,30436.44,0.156,True,
Soylent Corp,00724,2024-03-03,North America,29374.26,14716.5,0.499,True,Account upgrade pending
Cyberdyne Systems,00547,2024-01-19,APAC,-36879.04,20873.54,-0.434,False,Customer asked for $50 discount
Stark Industries,00514,2024-01-01,LATAM,68636.66,50242.04,0.268,True,VIP client priority support
Initech LLC,00292,2024-03-20,LATAM,-50807.83,43694.73,-0.14,True,Fast shipping requested
Massive Dynamic,00855,2024-01-28,LATAM,60564.06,33189.1,,True,Account upgrade pending
Massive Dynamic,00394,2024-06-24,LATAM,1363.36,789.39,0.42100000000000004,True,Account upgrade pending
Stark Industries,00800,2024-05-01,APAC,63390.55,36132.61,0.43,False,Quarterly renewal
