 Customer Name / Client , Account # , Order Date (UTC) , Region / Territory , Gross Revenue ($) , Unit Cost ($) , Profit Margin % , Active Subscription? , Customer Notes / Log , Blank Column (Notes) 
Wonka Industries,00606,2024-06-10,EMEA,"$17,589.12","$15,425.66",-,N,,
Acme Corp,00390,2024-04-14,APAC,"$52,661.84","$38,759.11",26.4%,N,Customer asked for $50 discount,
Stark Industries,00288,2024-03-30,LATAM,#VALUE!,-,42.2%,Yes,Customer asked for $50 discount,
Hooli Inc,00104,2024-04-20,EMEA,"€19,293.60","$18,193.86",5.7%,Yes,Customer asked for $50 discount,
Stark Industries,00760,2024-04-02,APAC,"18,249.79","$16,151.06",11.5%,N,Standard order,
Hooli Inc,00992,2024-06-16,EMEA,"€14,873.10","$11,586.14",22.1%,No,Account upgrade pending,
Vandelay Industries,00158,2024-01-12,EMEA,"£14,782.15","$7,790.19",47.3%,false,Customer asked for $50 discount,
Soylent Corp,00645,2024-01-31,LATAM,"€5,544.28","$4,806.89",13.3%,Yes,Customer asked for $50 discount,
Acme Corp,00979,2024-05-24,North America,"$59,682.08","$30,736.27",48.5%,Yes,VIP client priority support,
Pied Piper,00522,2024-04-08,LATAM,,-,15.9%,Yes,Account upgrade pending,
Vandelay Industries,00738,2024-05-14,APAC,"$23,104.06","$19,361.20",16.2%,true,Standard order,
Dunder Mifflin,00152,2024-03-12,EMEA,"20,647.40","$14,102.17",N/A,false,Customer asked for $50 discount,
Globex Inc,00970,2024-06-29,APAC,"54,294.93","$34,585.87",N/A,No,Fast shipping requested,
Wayne Enterprises,00181,2024-03-06,North America,"£40,535.46","$25,253.59",37.7%,No,,
Soylent Corp,00226,2024-03-24,APAC,"€15,691.94","$12,020.03",23.4%,N,VIP client priority support,
Initech LLC,00471,2024-02-17,EMEA,"€14,570.06","$11,583.20",20.5%,Y,Fast shipping requested,
Hooli Inc,00193,2024-01-18,EMEA,"$5,867.63","$3,450.17",41.2%,Y,Account upgrade pending,
Globex Inc,00387,2024-04-08,North America,"$8,697.65","$7,184.26",17.4%,Yes,Fast shipping requested,
Hooli Inc,00014,2024-01-03,North America,"$40,906.58","$23,316.75",43.0%,Yes,Customer asked for $50 discount,
Stark Industries,00491,2024-02-09,EMEA,"4,662.73","$4,191.79",10.1%,Y,Quarterly renewal,
Acme Corp,00935,2024-02-27,North America,"€17,387.30","$8,884.91",48.9%,N,VIP client priority support,
Initech LLC,00113,2024-02-27,North America,"$71,756.75","$35,017.29",51.2%,Y,Account upgrade pending,
Initech LLC,00183,2024-04-19,APAC,"€45,171.06","$24,437.54",45.9%,N,Customer asked for $50 discount,
Soylent Corp,00678,2024-04-04,APAC,"60,898.60","$34,164.11",43.9%,Yes,VIP client priority support,
Soylent Corp,00739,2024-05-02,North America,"€8,930.72","$4,045.62",54.7%,Y,Customer asked for $50 discount,
Stark Industries,00507,2024-04-18,LATAM,"€52,159.85","$24,932.41",52.2%,Y,VIP client priority support,
Massive Dynamic,00510,2024-05-17,LATAM,"$40,169.35","$26,551.94",33.9%,No,Fast shipping requested,
Globex Inc,00241,2024-04-02,North America,"$15,644.34","$14,001.68",10.5%,false,,
Wonka Industries,00888,2024-02-05,APAC,"£34,798.93","$18,652.23",46.4%,Yes,Standard order,
Vandelay Industries,00721,2024-02-06,LATAM,"€55,114.57","$50,319.60",8.7%,Yes,Standard order,
Initech LLC,00375,2024-02-06,North America,"$18,755.91","$16,111.33",14.1%,true,VIP client priority support,
Cyberdyne Systems,00740,2024-03-27,LATAM,"58,714.07","$54,838.94",6.6%,Yes,Standard order,
Cyberdyne Systems,00853,2024-04-18,LATAM,"$41,784.62","$30,837.05",26.2%,N,Account upgrade pending,
Cyberdyne Systems,00974,2024-02-02,EMEA,"$30,329.98","$20,321.09",33.0%,Yes,VIP client priority support,
Stark Industries,00669,2024-06-13,LATAM,"($62,130.40)","$52,997.23",(14.7%),N,Standard order,
Globex Inc,00372,2024-06-03,APAC,"$2,589.64","$2,447.21",5.5%,No,Account upgrade pending,
Umbrella Corp,00654,2024-01-09,EMEA,"£20,553.02","$19,052.65",7.3%,true,Standard order,
Stark Industries,00770,2024-03-13,LATAM,"37,766.10","$22,621.89",40.1%,Y,Fast shipping requested,
Massive Dynamic,00104,2024-05-08,EMEA,"€2,264.56","$1,967.90",13.1%,N,Fast shipping requested,
Globex Inc,00976,2024-02-29,EMEA,"60,656.96","$41,974.62",30.8%,false,VIP client priority support,
Pied Piper,00135,2024-03-27,APAC,"-€27,343.57","$20,671.74",(24.4%),No,Account upgrade pending,
Hooli Inc,00077,2024-02-09,LATAM,"$7,756.75","$3,614.65",53.4%,N,VIP client priority support,
Globex Inc,00466,2024-03-21,EMEA,"($70,087.17)","$63,428.89",(9.5%),Yes,Fast shipping requested,
Pied Piper,00472,2024-03-07,LATAM,"€73,397.04","$48,882.43",N/A,Y,VIP client priority support,
Wonka Industries,00635,2024-06-23,EMEA,"£33,341.66","$20,305.07",39.1%,true,Fast shipping requested,
Acme Corp,00636,2024-06-13,North America,"$55,707.67","$49,969.78",10.3%,Y,,
Globex Inc,00229,2024-04-09,LATAM,"50,351.72","$36,152.53",28.2%,N,VIP client priority support,
Pied Piper,00444,2024-02-21,LATAM,"$24,989.69","$14,469.03",42.1%,Yes,Standard order,
Massive Dynamic,00160,2024-04-30,EMEA,"$48,196.12","$44,292.23",8.1%,Y,VIP client priority support,
Umbrella Corp,00056,2024-02-24,North America,"€71,472.05","$65,396.93",8.5%,true,,
Vandelay Industries,00463,2024-04-17,EMEA,"50,388.51","$37,085.94",26.4%,true,Quarterly renewal,
Umbrella Corp,00358,2024-04-17,LATAM,"35,924.71","$23,889.93",33.5%,No,Standard order,
Vandelay Industries,00684,2024-05-28,EMEA,"(24,618.08)","$17,232.66",(30.0%),false,Standard order,
Pied Piper,00994,2024-06-21,LATAM,"20,078.80","$12,709.88",36.7%,N,Standard order,
Umbrella Corp,00764,2024-02-18,LATAM,"$52,385.23","$44,736.99",14.6%,Y,Customer asked for $50 discount,
Wonka Industries,00373,2024-01-05,APAC,"£67,300.79","$30,285.36",55.0%,false,Customer asked for $50 discount,
Wonka Industries,00556,2024-04-19,APAC,"$8,946.81","$7,774.78",13.1%,true,,
Dunder Mifflin,00706,2024-06-23,LATAM,"£47,740.99","$43,253.34",9.4%,N,Fast shipping requested,
Acme Corp,00632,2024-04-15,North America,"£37,482.17","$24,700.75",N/A,Y,Quarterly renewal,
Umbrella Corp,00796,2024-04-26,LATAM,"€9,030.33","$6,483.78",28.2%,Y,Standard order,
Stark Industries,00801,2024-02-27,APAC,"20,436.88","$12,527.81",N/A,Y,Standard order,
Acme Corp,00158,2024-04-05,APAC,"25,464.20","$21,746.43",14.6%,Y,,
Hooli Inc,00440,2024-02-02,LATAM,"$73,312.99","$61,216.35",16.5%,Yes,Account upgrade pending,
Globex Inc,00647,2024-05-27,LATAM,"$63,305.79","$57,165.13",-,Yes,Standard order,
Hooli Inc,00725,2024-05-19,North America,"$43,098.64","$27,324.54",36.6%,No,Fast shipping requested,
Umbrella Corp,00305,2024-02-19,EMEA,"€54,610.29","$26,376.77",51.7%,N,Standard order,
Soylent Corp,00950,2024-06-01,North America,"$8,477.21","$4,475.97",47.2%,No,VIP client priority support,
Globex Inc,00503,2024-01-06,LATAM,"5,981.41","$3,786.23",36.7%,Yes,Quarterly renewal,
Wayne Enterprises,00011,2024-02-15,North America,"$9,231.93","$6,250.02",32.3%,true,Standard order,
Umbrella Corp,00621,2024-01-08,North America,"39,090.62","$36,549.73",6.5%,N,Fast shipping requested,
Vandelay Industries,00963,2024-02-02,APAC,"$20,888.15","$16,773.18",19.7%,Yes,VIP client priority support,
Massive Dynamic,00970,2024-04-12,EMEA,"$19,131.94","$14,425.48",24.6%,true,Quarterly renewal,
Pied Piper,00211,2024-05-04,LATAM,"€66,272.87","$59,380.49",10.4%,No,Account upgrade pending,
Stark Industries,00383,2024-06-10,North America,"$33,980.55","$22,019.40",35.2%,false,VIP client priority support,
Acme Corp,00118,2024-02-16,APAC,"$32,489.32","$24,821.84",23.6%,N,Standard order,
Stark Industries,00705,2024-01-03,APAC,"£16,426.05","$12,434.52",24.3%,No,Standard order,
Massive Dynamic,00285,2024-06-04,North America,"43,259.16","$36,813.55",N/A,Yes,Standard order,
Wayne Enterprises,00432,2024-01-31,North America,"£34,232.49","$27,625.62",19.3%,Y,VIP client priority support,
Wayne Enterprises,00135,2024-04-13,North America,"(67,239.30)","$48,076.10",(28.5%),Y,Fast shipping requested,
Wayne Enterprises,00282,2024-03-22,APAC,"£30,325.65","$24,290.85",19.9%,Yes,,
Dunder Mifflin,00991,2024-02-01,APAC,"(70,358.93)","$61,986.22",(11.9%),false,,
Vandelay Industries,00742,2024-04-21,EMEA,"13,179.26","$8,975.08",,Y,Customer asked for $50 discount,
Pied Piper,00045,2024-01-29,North America,"$71,062.29","$54,007.34",24.0%,Yes,Account upgrade pending,
Soylent Corp,00123,2024-02-02,APAC,"£64,711.17","$47,045.02",27.3%,No,Account upgrade pending,
Soylent Corp,00678,2024-05-05,APAC,"€24,482.40","$22,254.50",9.1%,No,Fast shipping requested,
Dunder Mifflin,00753,2024-02-22,North America,N/A,-,(28.4%),Y,Quarterly renewal,
Soylent Corp,00108,2024-03-28,EMEA,"61,142.66","$36,441.03",40.4%,N,Quarterly renewal,
Umbrella Corp,00939,2024-04-03,LATAM,"£73,142.32","$59,318.42",18.9%,true,,
Hooli Inc,00664,2024-01-27,EMEA,"34,841.08","$29,823.96",,Yes,Customer asked for $50 discount,
Wayne Enterprises,00122,2024-05-20,North America,"$26,904.80","$24,833.13",7.7%,N,Standard order,
Dunder Mifflin,00392,2024-04-18,EMEA,"€22,403.44","$15,480.78",30.9%,Y,Fast shipping requested,
Umbrella Corp,00982,2024-01-29,EMEA,"$9,081.50","$7,374.18",18.8%,Y,VIP client priority support,
Cyberdyne Systems,00104,2024-02-26,APAC,"$37,390.29","$24,378.47",34.8%,N,Quarterly renewal,
Massive Dynamic,00930,2024-06-28,LATAM,"$55,562.26","$43,560.81",21.6%,Y,Fast shipping requested,
Soylent Corp,00439,2024-03-26,North America,"$13,724.87","$12,970.00",5.5%,Yes,Account upgrade pending,
Acme Corp,00501,2024-03-04,LATAM,"8,649.26","$5,942.04",31.3%,Yes,,
Globex Inc,00103,2024-03-18,APAC,"$34,219.92","$26,280.90",N/A,true,Fast shipping requested,
Stark Industries,00913,2024-05-12,LATAM,None,-,47.8%,Yes,Customer asked for $50 discount,
Soylent Corp,00032,2024-03-03,LATAM,"$27,276.78","$12,738.26",53.3%,Yes,Account upgrade pending,
Initech LLC,00272,2024-06-22,APAC,"€66,655.62","$56,990.56",14.5%,false,,
Hooli Inc,00126,2024-04-20,LATAM,"$42,716.35","$25,928.82",39.3%,Yes,Account upgrade pending,
Wayne Enterprises,00639,2024-05-22,EMEA,"($23,121.60)","$21,503.09",(7.0%),true,,
Hooli Inc,00127,2024-01-14,LATAM,"€23,283.70","$20,512.94",11.9%,Yes,Standard order,
Vandelay Industries,00278,2024-02-06,EMEA,—,-,17.4%,Y,VIP client priority support,
Cyberdyne Systems,00991,2024-01-26,APAC,"£69,054.46","$54,483.97",21.1%,No,Customer asked for $50 discount,
Initech LLC,00427,2024-05-21,EMEA,"$22,929.14","$19,673.20",14.2%,Y,Standard order,
Initech LLC,00540,2024-04-23,APAC,"$38,034.23","$28,335.50",,Y,,
Cyberdyne Systems,00091,2024-02-05,APAC,"£59,104.09","$39,422.43",33.3%,Y,Quarterly renewal,
Cyberdyne Systems,00687,2024-01-02,LATAM,"£60,657.34","$32,451.68",46.5%,false,Account upgrade pending,
Globex Inc,00842,2024-03-15,LATAM,"$51,949.17","$30,753.91",40.8%,Yes,Account upgrade pending,
Vandelay Industries,00991,2024-05-06,EMEA,"17,154.00","$16,244.84",5.3%,No,Standard order,
Globex Inc,00001,2024-02-09,North America,"39,226.78","$28,557.10",27.2%,N,Customer asked for $50 discount,
Cyberdyne Systems,00496,2024-02-17,EMEA,"£63,208.20","$39,252.29",37.9%,Yes,Fast shipping requested,
Acme Corp,00190,2024-02-06,EMEA,"£13,222.77","$11,900.49",10.0%,false,Fast shipping requested,
Wayne Enterprises,00401,2024-04-08,North America,"€35,065.30","$26,474.30",24.5%,Y,Fast shipping requested,
Dunder Mifflin,00915,2024-06-17,LATAM,"$3,676.07","$2,984.97",18.8%,false,Account upgrade pending,
Wonka Industries,00882,2024-05-08,EMEA,"£26,488.14","$20,501.82",22.6%,false,VIP client priority support,
Vandelay Industries,00880,2024-02-05,APAC,"58,979.59","$41,757.55",29.2%,Yes,Account upgrade pending,
Vandelay Industries,00950,2024-05-09,APAC,"$10,141.94","$5,425.94",46.5%,Y,,
Vandelay Industries,00163,2024-02-29,North America,"€50,061.94","$22,978.43",54.1%,No,Standard order,
Initech LLC,00746,2024-04-08,LATAM,"69,217.00","$63,264.34",8.6%,Y,Quarterly renewal,
Stark Industries,00111,2024-06-27,LATAM,"£28,633.36","$17,494.98",38.9%,Yes,VIP client priority support,
Wonka Industries,00542,2024-02-19,North America,"43,867.04","$33,777.62",23.0%,N,Customer asked for $50 discount,
Initech LLC,00699,2024-06-13,LATAM,"$14,665.20","$9,400.39",35.9%,Yes,,
Globex Inc,00450,2024-04-19,LATAM,"(£65,611.28)","$59,050.15",(10.0%),Yes,Quarterly renewal,
Acme Corp,00616,2024-05-18,APAC,"$2,179.41","$1,996.34",8.4%,true,Standard order,
Massive Dynamic,00590,2024-03-02,APAC,"$30,241.86","$14,576.58",51.8%,Y,Standard order,
Stark Industries,00432,2024-03-07,EMEA,"$25,423.32","$12,406.58",51.2%,Y,Quarterly renewal,
Soylent Corp,00075,2024-05-24,North America,"$26,265.50","$23,901.60",9.0%,Yes,Customer asked for $50 discount,
Vandelay Industries,00043,2024-01-27,North America,"$37,496.46","$19,685.64",47.5%,Y,Standard order,
Acme Corp,00793,2024-02-20,LATAM,"$51,304.62","$30,885.38",39.8%,Y,Account upgrade pending,
Initech LLC,00119,2024-04-22,North America,"67,337.43","$55,957.40",16.9%,Y,Quarterly renewal,
Cyberdyne Systems,00766,2024-05-17,North America,"$74,324.94","$68,527.59",7.8%,true,Standard order,
Stark Industries,00359,2024-06-03,EMEA,"$74,857.62","$68,270.15",8.8%,No,VIP client priority support,
Vandelay Industries,00753,2024-04-01,EMEA,"$33,543.87","$20,897.83",37.7%,true,Customer asked for $50 discount,
Vandelay Industries,00555,2024-05-08,North America,"€4,522.82","$3,835.35",15.2%,No,Customer asked for $50 discount,
Vandelay Industries,00567,2024-02-23,North America,"($28,243.05)","$17,651.91",(37.5%),Yes,Standard order,
Acme Corp,00511,2024-01-09,APAC,"€21,208.57","$11,092.08",47.7%,Y,,
Cyberdyne Systems,00394,2024-04-23,North America,"€17,221.41","$13,725.46",20.3%,false,Standard order,
Hooli Inc,00773,2024-03-27,APAC,#VALUE!,-,46.5%,Y,,
Vandelay Industries,00951,2024-01-15,North America,"$41,720.42","$27,702.36",33.6%,true,Quarterly renewal,
Cyberdyne Systems,00479,2024-03-01,EMEA,"$68,124.59","$56,202.79",17.5%,false,Account upgrade pending,
Cyberdyne Systems,00040,2024-06-06,APAC,"$27,446.27","$24,372.29",11.2%,false,,
Wayne Enterprises,00868,2024-02-15,LATAM,—,-,(29.0%),No,VIP client priority support,
Acme Corp,00594,2024-01-21,APAC,"£67,329.80","$38,176.00",43.3%,Yes,Quarterly renewal,
Umbrella Corp,00646,2024-02-14,EMEA,"$65,407.32","$45,588.90",30.3%,false,Standard order,
Massive Dynamic,00735,2024-02-28,North America,—,-,-,false,Standard order,
Globex Inc,00520,2024-04-23,North America,"38,572.15","$23,490.44",39.1%,Y,Customer asked for $50 discount,
Initech LLC,00026,2024-03-24,APAC,"25,456.44","$20,441.52",N/A,Y,Customer asked for $50 discount,
Initech LLC,00934,2024-05-31,North America,"$8,414.29","$5,856.35",30.4%,false,Quarterly renewal,
Cyberdyne Systems,00851,2024-05-29,North America,"$49,450.92","$45,049.79",8.9%,No,Account upgrade pending,
Massive Dynamic,00589,2024-06-10,LATAM,"$40,653.07","$29,026.29",28.6%,Yes,Customer asked for $50 discount,
Wayne Enterprises,00200,2024-05-27,APAC,"$68,374.68","$49,366.52",27.8%,N,Fast shipping requested,
Umbrella Corp,00456,2024-04-14,APAC,"£6,436.91","$4,164.68",35.3%,Y,Quarterly renewal,
Hooli Inc,00848,2024-02-02,EMEA,"€58,345.40","$32,206.66",44.8%,N,Standard order,
Cyberdyne Systems,00432,2024-05-09,EMEA,"$43,412.88","$38,637.46",11.0%,Yes,Fast shipping requested,
Globex Inc,00130,2024-01-09,LATAM,"2,282.89","$1,120.90",50.9%,false,Quarterly renewal,
Cyberdyne Systems,00714,2024-05-22,EMEA,"$53,542.77","$34,588.63",35.4%,Y,Standard order,
Vandelay Industries,00943,2024-03-31,LATAM,"€68,345.23","$41,007.14",40.0%,N,Quarterly renewal,
Acme Corp,00608,2024-05-31,APAC,"€50,706.08","$33,263.19",34.4%,N,Quarterly renewal,
Wayne Enterprises,00506,2024-03-28,North America,"£42,527.78","$33,554.42",21.1%,Yes,Quarterly renewal,
Acme Corp,00834,2024-02-23,LATAM,"£39,175.56","$33,965.21",13.3%,Yes,VIP client priority support,
Umbrella Corp,00907,2024-02-13,APAC,"70,470.76","$43,480.46",38.3%,No,Account upgrade pending,
Wonka Industries,00521,2024-02-13,North America,"$45,080.17","$42,690.92",5.3%,Y,Customer asked for $50 discount,
Umbrella Corp,00289,2024-05-26,LATAM,"55,040.66","$32,584.07",40.8%,N,VIP client priority support,
Cyberdyne Systems,00506,2024-03-08,North America,"$64,905.45","$59,063.96",9.0%,N,Customer asked for $50 discount,
Initech LLC,00520,2024-03-26,APAC,"£34,283.07","$17,278.67",-,false,Quarterly renewal,
Wonka Industries,00572,2024-06-18,North America,"71,214.10","$59,819.84",16.0%,Yes,Quarterly renewal,
Soylent Corp,00834,2024-02-17,LATAM,"$21,553.68","$12,673.56",41.2%,Y,Standard order,
Soylent Corp,00572,2024-06-05,EMEA,"$53,394.29","$35,133.44",34.2%,Yes,Account upgrade pending,
Dunder Mifflin,00978,2024-02-16,APAC,"$63,131.54","$41,098.63",34.9%,true,Standard order,
Umbrella Corp,00116,2024-03-14,LATAM,"$72,717.48","$34,322.65",52.8%,false,Fast shipping requested,
Cyberdyne Systems,00722,2024-02-02,LATAM,"€63,089.00","$51,480.62",18.4%,Y,Standard order,
Massive Dynamic,00791,2024-03-23,APAC,"€50,786.68","$25,088.62",50.6%,No,Customer asked for $50 discount,
Dunder Mifflin,00839,2024-01-12,APAC,"$33,848.91","$21,561.76",36.3%,false,Quarterly renewal,
Hooli Inc,00553,2024-01-06,North America,"$60,279.76","$34,178.62",43.3%,Y,Account upgrade pending,
Umbrella Corp,00371,2024-05-17,EMEA,"£73,898.69","$64,217.96",13.1%,Y,Quarterly renewal,
Massive Dynamic,00751,2024-03-04,North America,"$3,187.59","$1,765.92",N/A,true,Standard order,
Umbrella Corp,00647,2024-06-25,EMEA,"$3,016.46","$1,631.90",45.9%,N,Standard order,
Globex Inc,00517,2024-06-29,LATAM,"£2,001.49","$1,108.83",44.6%,true,,
Stark Industries,00436,2024-05-11,North America,"€23,010.47","$16,429.48",28.6%,N,Quarterly renewal,
Cyberdyne Systems,00575,2024-03-12,LATAM,"21,689.51","$12,710.05",41.4%,N,VIP client priority support,
Umbrella Corp,00592,2024-01-07,LATAM,"€57,954.83","$45,436.59",21.6%,N,Standard order,
Massive Dynamic,00174,2024-02-23,LATAM,"$44,709.01","$26,288.90",41.2%,No,Standard order,
Pied Piper,00506,2024-03-05,LATAM,#VALUE!,-,33.3%,Y,Customer asked for $50 discount,
Vandelay Industries,00215,2024-05-23,LATAM,"$41,146.36","$29,172.77",29.1%,N,Standard order,
Cyberdyne Systems,00717,2024-01-20,LATAM,"$9,982.55","$7,297.24",26.9%,Y,VIP client priority support,
Soylent Corp,00175,2024-06-09,LATAM,-,-,26.8%,true,Account upgrade pending,
Stark Industries,00630,2024-04-05,EMEA,"11,043.06","$8,436.90",23.6%,Yes,VIP client priority support,
Umbrella Corp,00959,2024-03-25,EMEA,"(12,735.75)","$9,106.06",(28.5%),Y,Customer asked for $50 discount,
Vandelay Industries,00193,2024-02-21,North America,"$40,561.00","$37,194.44",8.3%,No,Customer asked for $50 discount,
Dunder Mifflin,00015,2024-02-19,APAC,"€21,671.97","$16,210.63",25.2%,No,Standard order,
Hooli Inc,00157,2024-01-27,EMEA,"$21,358.92","$13,413.40",37.2%,true,,
Vandelay Industries,00893,2024-06-06,LATAM,"$16,093.35","$8,819.16",45.2%,Yes,VIP client priority support,
Wonka Industries,00001,2024-03-23,North America,"$67,248.52","$48,015.44",28.6%,N,Quarterly renewal,
Massive Dynamic,00403,2024-04-06,LATAM,"$53,115.22","$26,982.53",49.2%,Yes,Fast shipping requested,
Wonka Industries,00285,2024-02-06,LATAM,"€42,256.20","$21,128.10",50.0%,Yes,Standard order,
Wonka Industries,00375,2024-04-29,APAC,"54,772.62","$46,830.59",14.5%,Y,Quarterly renewal,
Soylent Corp,00370,2024-05-14,EMEA,918.28,$641.88,N/A,Y,Fast shipping requested,
Wayne Enterprises,00658,2024-05-02,LATAM,"$3,771.85","$3,526.68",6.5%,Yes,Account upgrade pending,
Dunder Mifflin,00466,2024-05-05,EMEA,-,-,35.6%,Yes,,
Wonka Industries,00135,2024-01-22,LATAM,"(62,637.80)","$49,671.78",(20.7%),true,,
Umbrella Corp,00671,2024-06-06,North America,"25,283.54","$14,892.01",41.1%,Y,Fast shipping requested,
Cyberdyne Systems,00427,2024-06-19,North America,"£5,339.14","$4,954.72",7.2%,Y,Quarterly renewal,
Dunder Mifflin,00765,2024-01-01,APAC,"20,895.35","$18,952.08",9.3%,N,Standard order,
Globex Inc,00187,2024-01-23,EMEA,"$24,153.85","$18,429.39",23.7%,No,Customer asked for $50 discount,
Wonka Industries,00698,2024-06-13,EMEA,"$56,181.93","$45,563.55",18.9%,Y,Quarterly renewal,
Wonka Industries,00193,2024-03-10,EMEA,"$13,694.85","$10,572.42",22.8%,Yes,,
Dunder Mifflin,00704,2024-02-13,North America,"£71,250.05","$42,678.78",40.1%,true,Quarterly renewal,
Stark Industries,00717,2024-05-08,APAC,"$7,261.43","$6,477.20",10.8%,Yes,VIP client priority support,
Initech LLC,00479,2024-05-30,APAC,"€28,235.06","$25,355.08",10.2%,Y,Quarterly renewal,
Cyberdyne Systems,00487,2024-03-26,APAC,"$48,767.16","$33,015.37",32.3%,Yes,,
Hooli Inc,00468,2024-05-31,LATAM,"€54,956.14","$42,920.75",21.9%,true,Standard order,
Umbrella Corp,00782,2024-05-09,North America,"$31,863.46","$22,113.24",30.6%,No,Account upgrade pending,
Pied Piper,00143,2024-02-03,APAC,"$59,248.42","$32,527.38",45.1%,Yes,VIP client priority support,
Acme Corp,00675,2024-02-07,EMEA,"66,280.13","$48,517.06",26.8%,Yes,Fast shipping requested,
Massive Dynamic,00866,2024-04-05,North America,"$36,062.13","$30,436.44",15.6%,Y,,
Soylent Corp,00724,2024-03-03,North America,"$29,374.26","$14,716.50",49.9%,Y,Account upgrade pending,
Cyberdyne Systems,00547,2024-01-19,APAC,"(36,879.04)","$20,873.54",(43.4%),false,Customer asked for $50 discount,
Stark Industries,00514,2024-01-01,LATAM,"$68,636.66","$50,242.04",26.8%,Yes,VIP client priority support,
Initech LLC,00292,2024-03-20,LATAM,"(€50,807.83)","$43,694.73",(14.0%),Y,Fast shipping requested,
Massive Dynamic,00855,2024-01-28,LATAM,"60,564.06","$33,189.10",N/A,Yes,Account upgrade pending,
Massive Dynamic,00394,2024-06-24,LATAM,"€1,363.36",$789.39,42.1%,Yes,Account upgrade pending,
Stark Industries,00800,2024-05-01,APAC,"$63,390.55","$36,132.61",43.0%,N,Quarterly renewal,
Grand Total,N/A,-,Summary,"$28,452,100.80","$17,210,400.00",39.5%,,Auto-generated report total,
