 Customer Name / Client , Account # , Order Date (UTC) , Region / Territory , Gross Revenue ($) , Unit Cost ($) , Profit Margin % , Active Subscription? , Customer Notes / Log , Blank Column (Notes) 
Hooli Inc,00599,2024-11-21,Europe,"€13,763.07","€7,583.29",48.7%,Yes,VIP client priority support,
Stark Industries,00905,01-03-2024,APAC,"Rs. 109,224.41","Rs. 79,135.81",16.3%,N,N/A,
Hooli Inc,00329,2024-10-23,Europe,"£62,107.34","£55,886.13",44.5%,N,Customer asked for 50 discount,
Acme Corp,00133,26-11-2024,India,"₹214,566.22","₹179,200.47",34.0%,Yes,,
Hooli Inc,00193,06/08/2024,USA,"44,005.51","$29,550.89",N/A,Y,Customer asked for 50 discount,
Acme Corp,00500,14/12/2024,LATAM,"($3,046.60)","$2,285.75",(38.7%),N,N/A,
Stark Industries,00187,16/01/2024,LATAM,"$32,242.32","$25,696.29",45.0%,Y,Standard order,
Stark Industries,00662,06/14/2024,USA,"$49,167.38","$40,457.76",47.3%,Yes,Account upgrade pending,
Globex Inc,00024,07/25/2024,USA,"$61,896.06","$45,528.54",25.8%,Yes,-,
Wayne Enterprises,00187,05-13-2024,USA,"35,022.30","$30,096.73",9.1%,Yes,Fast shipping requested,
Cyberdyne Systems,00335,01-04-2024,India,"Rs. 24,912.36","Rs. 20,377.87",35.2%,Yes,VIP client priority support,
Pied Piper,00064,22/03/2024,LATAM,"$18,922.23","$15,939.07",14.4%,true,N/A,
Pied Piper,00104,24/10/2024,LATAM,"$23,775.40","$19,979.06",13.0%,No,,
Cyberdyne Systems,00560,07-06-2024,India,"Rs. 55,824.50","Rs. 45,154.87",42.3%,Yes,Customer asked for 50 discount,
Soylent Corp,00488,09.11.2024,EMEA,"€9,260.03","€7,103.59",-,false,Account upgrade pending,
Dunder Mifflin,00172,28/06/2024,LATAM,"$8,826.46","$5,960.52",30.7%,N,N/A,
Massive Dynamic,00599,2024-08-26,USA,"$19,017.85","$13,085.98",19.1%,Yes,-,
Umbrella Corp,00441,21/10/2024,LATAM,"$23,293.09","$20,330.76",50.4%,Yes,VIP client priority support,
Cyberdyne Systems,00689,2024-03-14,EMEA,"(€29,924.64)","€18,289.24",(46.5%),true,Customer asked for 50 discount,
Umbrella Corp,00199,07-19-2024,North America,$470.36,$286.43,23.5%,N,,
Stark Industries,00733,2024-06-16,North America,"$10,101.12","$8,445.61",39.3%,N,-,
Umbrella Corp,00365,13/04/2024,LATAM,"$16,926.40","$11,322.88",33.7%,Y,Quarterly renewal,
Cyberdyne Systems,00521,04-14-2024,North America,"$49,087.97","$34,730.39",N/A,Yes,VIP client priority support,
Wayne Enterprises,00708,02/06/2024,India,"₹165,687.81","₹115,924.34",11.1%,false,N/A,
Dunder Mifflin,00507,05/01/2024,USA,"$45,312.34","$38,374.79",27.3%,No,Account upgrade pending,
Umbrella Corp,00814,09/26/2024,North America,"$25,349.97","$22,704.59",43.2%,N,,
Dunder Mifflin,00485,14-02-2024,EMEA,"€44,677.92","€28,744.03",43.5%,Yes,Customer asked for 50 discount,
Hooli Inc,00437,27/06/2024,APAC,"₹92,524.90","₹52,142.09",9.0%,false,VIP client priority support,
Acme Corp,00515,21/06/2024,LATAM,"$41,385.49","$35,850.31",43.6%,Y,Fast shipping requested,
Hooli Inc,00391,2024-11-17,APAC,"₹29,775.07","₹22,023.84",34.9%,N,Standard order,
Cyberdyne Systems,00983,2024-12-21,USA,"$62,780.31","$44,597.32",17.3%,No,-,
Soylent Corp,00720,14.06.2024,Europe,"€18,006.18","€14,492.80",7.1%,Yes,Customer asked for 50 discount,
Pied Piper,00015,19/01/2024,LATAM,"$12,383.87","$9,407.75",20.0%,Y,Account upgrade pending,
Soylent Corp,00075,2024-10-22,India,"₹149,038.97","₹116,975.60",N/A,true,Account upgrade pending,
Stark Industries,00165,28/04/2024,LATAM,"$17,857.73","$12,340.20",31.9%,N,-,
Hooli Inc,00095,06-05-2024,North America,"$2,314.39","$1,808.00",25.3%,Y,Customer asked for 50 discount,
Globex Inc,00771,20/07/2024,LATAM,"$42,722.45","$25,343.94",14.9%,true,VIP client priority support,
Cyberdyne Systems,00795,2024-06-25,Europe,"€27,298.06","€21,066.51",10.0%,false,Account upgrade pending,
Globex Inc,00558,2024-08-25,India,"75,139.44","₹67,030.66",N/A,N,VIP client priority support,
Acme Corp,00939,25-Oct-2024,APAC,"₹105,521.98","₹82,884.80",34.1%,No,,
Dunder Mifflin,00342,10/11/2024,India,"Rs. 238,202.29","Rs. 133,013.64",23.3%,Yes,VIP client priority support,
Stark Industries,00387,03/20/24,USA,"$24,272.04","$15,980.79",26.7%,No,N/A,
Soylent Corp,00825,2024-02-27,North America,"$62,856.87","$54,853.41",38.9%,false,Standard order,
Acme Corp,00703,28/07/2024,LATAM,"$39,809.39","$29,382.10",33.5%,false,Standard order,
Stark Industries,00502,2024-12-14,Europe,"£23,746.59","£19,357.06",25.1%,Yes,Customer asked for 50 discount,
Massive Dynamic,00781,03.06.2024,Europe,"€9,398.37","€6,014.35",20.5%,N,N/A,
Soylent Corp,00785,23.05.2024,EMEA,"£45,531.60","£34,615.20",12.0%,Yes,Account upgrade pending,
Massive Dynamic,00381,03-12-2024,USA,"$35,698.83","$25,444.31",37.7%,true,,
Pied Piper,00662,04/13/2024,North America,"19,530.65","$15,953.06",24.1%,Yes,Account upgrade pending,
Acme Corp,00169,2024-07-23,India,"₹123,885.22","₹75,888.95",-,true,Quarterly renewal,
Pied Piper,00221,2024-12-17,North America,"48,784.75","$33,266.59",47.6%,No,Quarterly renewal,
Initech LLC,00217,2024-02-14,EMEA,"£33,080.59","£21,517.11",30.3%,Y,N/A,
Massive Dynamic,00545,03/12/2024,North America,"17,202.66","$14,027.58",17.5%,false,Quarterly renewal,
Initech LLC,00860,17/09/2024,APAC,"₹148,490.96","₹113,605.99",41.7%,false,Fast shipping requested,
Soylent Corp,00499,27.02.2024,APAC,"₹57,673.52","₹42,117.55",45.5%,N,Quarterly renewal,
Massive Dynamic,00835,07-05-2024,USA,"$47,371.50","$31,814.54",35.3%,No,Quarterly renewal,
Hooli Inc,00291,11/22/24,USA,"70,932.71","$51,809.59",27.1%,Y,,
Acme Corp,00321,11/11/2024,APAC,"₹52,430.90","₹30,945.94",19.4%,N,Fast shipping requested,
Acme Corp,00317,19/10/2024,India,"₹192,767.36","₹162,069.18",12.4%,N,,
Initech LLC,00285,08-21-2024,North America,"$54,530.55","$46,722.62",31.5%,Y,,
Dunder Mifflin,00428,2024-01-17,EMEA,"£13,303.41","£10,575.68",6.1%,N,Account upgrade pending,
Globex Inc,00583,09-10-2024,USA,"$8,101.91","$5,184.91",38.9%,Y,,
Initech LLC,00992,10/05/2024,USA,"$7,697.85","$6,055.61",48.4%,Yes,Fast shipping requested,
Hooli Inc,00803,03/26/2024,USA,"$42,181.55","$30,039.87",36.1%,true,Standard order,
Cyberdyne Systems,00800,15.12.2024,Europe,"€58,850.71","€42,075.96",27.0%,true,Quarterly renewal,
Acme Corp,00730,21-10-2024,EMEA,"€26,818.48","€18,682.66",29.8%,No,Account upgrade pending,
Dunder Mifflin,00589,14/09/2024,LATAM,"$26,079.29","$20,134.02",31.6%,Y,-,
Cyberdyne Systems,00827,08/10/2024,India,"₹189,217.30","₹157,775.56",26.2%,false,VIP client priority support,
Acme Corp,00348,10-06-2024,APAC,"₹222,902.26","₹155,706.69",N/A,N,VIP client priority support,
Pied Piper,00886,11-08-2024,North America,"$67,003.94","$54,575.69",12.0%,Y,Standard order,
Globex Inc,00626,2024-06-14,Europe,"€21,419.48","€14,279.82",19.2%,true,Quarterly renewal,
Soylent Corp,00800,2024-02-13,EMEA,"£24,507.38","£17,504.70",22.9%,N,Quarterly renewal,
Soylent Corp,00799,16/02/2024,LATAM,"$32,741.07","$19,402.24",10.7%,No,Account upgrade pending,
Initech LLC,00334,19/04/2024,LATAM,"$11,860.16","$6,987.97",5.3%,N,Fast shipping requested,
Hooli Inc,00379,15-07-2024,EMEA,"€5,672.46","€4,470.61",49.7%,false,Account upgrade pending,
Dunder Mifflin,00154,20/03/2024,Europe,"(£9,286.28)","£6,721.69",(14.9%),false,Customer asked for 50 discount,
Hooli Inc,00642,18/07/2024,LATAM,"$43,455.86","$35,185.70",13.5%,Y,VIP client priority support,
Dunder Mifflin,00519,07/22/24,North America,"$19,962.08","$13,350.58",-,N,Standard order,
Globex Inc,00396,18/03/2024,Europe,"€6,169.63","€5,649.10",51.2%,No,N/A,
Cyberdyne Systems,00887,2024-08-13,India,"67,931.10","₹45,477.45",36.4%,N,Quarterly renewal,
Cyberdyne Systems,00234,17/03/2024,India,"₹180,730.68","₹118,279.36",16.8%,true,Account upgrade pending,
Initech LLC,00483,03/21/2024,USA,"(43,494.71)","$38,963.04",(23.1%),Y,Quarterly renewal,
Cyberdyne Systems,00024,04-14-2024,North America,"$36,339.98","$24,611.02",32.1%,Yes,N/A,
Massive Dynamic,00279,12-05-2024,India,"Rs. 87,627.37","Rs. 77,132.67",27.9%,false,Fast shipping requested,
Acme Corp,00886,06/07/2024,EMEA,"€6,329.01","€5,764.35",38.5%,true,Customer asked for 50 discount,
Stark Industries,00456,2024-07-15,India,"Rs. 221,977.95","Rs. 164,049.41",41.5%,false,Account upgrade pending,
Globex Inc,00625,17-10-2024,Europe,"€23,700.12","€15,055.66",22.6%,Yes,Quarterly renewal,
Initech LLC,00165,26-Apr-2024,India,"237,480.28","₹156,666.61",47.0%,Yes,Customer asked for 50 discount,
Dunder Mifflin,00086,12/10/2024,EMEA,"£4,037.60","£2,833.74",40.9%,Yes,,
Cyberdyne Systems,00671,25/10/2024,LATAM,"$3,638.66","$3,228.13",47.0%,false,VIP client priority support,
Soylent Corp,00464,06-21-2024,North America,"$39,365.65","$32,890.53",25.6%,No,N/A,
Cyberdyne Systems,00082,2024-07-23,Europe,"€16,753.31","€13,100.29",38.4%,N,Customer asked for 50 discount,
Soylent Corp,00545,2024-10-15,APAC,"Rs. 64,116.69","Rs. 55,428.06",25.3%,Y,Customer asked for 50 discount,
Initech LLC,00760,09.06.2024,EMEA,"£63,904.01","£37,111.91",16.4%,No,,
Acme Corp,00282,28.09.2024,APAC,"(₹218,246.40)","₹173,941.53",(44.4%),false,Fast shipping requested,
Massive Dynamic,00107,10-11-2024,APAC,"(₹204,744.47)","₹167,023.77",(25.7%),N,-,
Dunder Mifflin,00972,26/11/2024,LATAM,"$1,574.43","$1,387.20",48.3%,false,N/A,
Pied Piper,00377,04/05/2024,Europe,"£21,228.40","£17,166.74",12.5%,No,Account upgrade pending,
Initech LLC,00420,24-03-2024,Europe,"€35,077.61","€29,742.57",19.4%,Y,,
Hooli Inc,00646,18/07/2024,LATAM,"$22,102.11","$14,763.11",22.0%,Yes,Account upgrade pending,
Dunder Mifflin,00124,11/12/2024,North America,"$29,908.05","$24,147.32",33.1%,N,Customer asked for 50 discount,
Cyberdyne Systems,00743,24-07-2024,EMEA,"£52,984.34","£46,539.16",8.9%,N,Standard order,
Soylent Corp,00571,2024-04-21,North America,"$73,746.35","$47,255.20",-,Y,N/A,
Stark Industries,00434,03-09-2024,India,"Rs. 187,964.23","Rs. 152,532.22",17.4%,Yes,Account upgrade pending,
Globex Inc,00375,2024-04-17,APAC,"146,844.82","₹86,014.34",38.3%,Y,Quarterly renewal,
Initech LLC,00366,2024-10-20,USA,"$34,571.89","$24,615.61",N/A,No,Standard order,
Hooli Inc,00498,17-02-2024,Europe,"€18,090.66","€11,636.72",33.1%,Yes,,
Soylent Corp,00687,22/09/2024,LATAM,"$10,849.11","$8,998.75",24.1%,false,Account upgrade pending,
Dunder Mifflin,00634,02-02-2024,APAC,"₹183,943.18","₹151,025.78",40.7%,Yes,Standard order,
Acme Corp,00961,16/06/2024,LATAM,"$26,043.13","$22,974.22",24.2%,Yes,Account upgrade pending,
Cyberdyne Systems,00108,2024-07-24,EMEA,"€32,579.38","€20,143.49",51.3%,true,N/A,
Umbrella Corp,00546,13.10.2024,EMEA,"€6,387.77","€3,517.36",20.4%,No,Account upgrade pending,
Umbrella Corp,00988,11/19/2024,North America,"$73,185.50","$42,877.73",22.6%,N,VIP client priority support,
Globex Inc,00162,2024-01-27,Europe,"£57,757.53","£48,727.12",48.9%,false,VIP client priority support,
Massive Dynamic,00540,08-16-2024,North America,"$70,342.59","$62,857.04",26.1%,No,Fast shipping requested,
Hooli Inc,00262,2024-04-17,EMEA,"€2,895.06","€1,655.08",44.6%,No,Fast shipping requested,
Globex Inc,00103,10-10-2024,USA,"$56,793.57","$44,752.39",40.9%,false,,
Wayne Enterprises,00455,15/08/2024,LATAM,"$25,475.76","$19,447.74",51.6%,false,Standard order,
Globex Inc,00861,05/10/2024,APAC,"₹162,028.44","₹133,434.49",19.2%,No,Standard order,
Acme Corp,00904,18/09/2024,LATAM,"$41,024.46","$23,979.94",46.9%,Y,Quarterly renewal,
Stark Industries,00221,13-Jan-2024,India,"Rs. 33,501.10","Rs. 22,025.75",48.0%,Yes,,
Soylent Corp,00390,03.03.2024,Europe,"£57,350.02","£40,514.98",34.4%,false,Customer asked for 50 discount,
Wayne Enterprises,00716,2024-05-26,APAC,"₹51,426.65","₹43,111.65",37.5%,N,VIP client priority support,
Acme Corp,00716,11-15-2024,North America,"$5,080.87","$3,803.88",49.9%,false,,
Pied Piper,00559,2024-02-22,EMEA,"€25,789.92","€22,635.09",44.8%,No,Standard order,
Stark Industries,00500,16.04.2024,APAC,"₹202,570.23","₹129,533.17",11.7%,Y,-,
Soylent Corp,00796,01/23/24,North America,"$25,666.93","$23,142.67",14.4%,N,,
Cyberdyne Systems,00979,15-04-2024,EMEA,"£46,932.53","£26,252.39",33.3%,Yes,VIP client priority support,
Globex Inc,00997,11/02/2024,EMEA,"€40,284.39","€24,689.04",11.7%,Yes,Standard order,
Wayne Enterprises,00013,2024-02-14,India,"₹191,733.18","₹107,950.04",43.7%,No,,
Pied Piper,00712,12-04-2024,India,"89,560.83","₹81,997.57",12.2%,true,Quarterly renewal,
Cyberdyne Systems,00303,07/18/2024,USA,"($32,437.07)","$21,439.19",(46.4%),Yes,,
Cyberdyne Systems,00870,2024-07-24,USA,"$34,597.56","$24,818.75",20.9%,Yes,-,
Soylent Corp,00261,12-04-2024,North America,"$67,536.54","$50,843.94",35.3%,Yes,N/A,
Umbrella Corp,00565,05/27/2024,USA,"25,392.47","$22,326.89",25.3%,Y,Quarterly renewal,
Wayne Enterprises,00591,11/12/2024,USA,"$48,128.74","$36,711.43",19.9%,false,VIP client priority support,
Stark Industries,00333,14/11/2024,India,"₹230,442.09","₹200,876.74",48.8%,false,VIP client priority support,
Soylent Corp,00324,10.06.2024,Europe,"€30,985.66","€25,108.71",31.4%,Yes,VIP client priority support,
Wayne Enterprises,00131,09-09-2024,India,"Rs. 174,041.11","Rs. 153,913.45",11.9%,Y,VIP client priority support,
Wayne Enterprises,00494,28/03/2024,LATAM,"$36,898.85","$32,317.11",13.5%,N,Account upgrade pending,
Hooli Inc,00097,15.03.2024,EMEA,"£59,606.31","£35,230.88",14.3%,true,Fast shipping requested,
Hooli Inc,00627,10/10/2024,Europe,"£23,866.00","£15,357.89",N/A,Yes,Standard order,
Acme Corp,00254,05-22-2024,USA,"$56,274.82","$46,770.74",30.9%,No,Standard order,
Initech LLC,00597,22/07/2024,APAC,"₹175,345.63","₹113,975.53",29.1%,N,,
Initech LLC,00360,12-24-2024,North America,"$20,073.77","$17,824.35",36.3%,No,Fast shipping requested,
Dunder Mifflin,00840,04/16/2024,North America,"$42,935.97","$27,378.97",39.0%,true,Fast shipping requested,
Cyberdyne Systems,00606,11/27/2024,USA,"4,306.86","$2,589.82",13.7%,Y,Standard order,
Wayne Enterprises,00820,04-20-2024,USA,"$46,946.34","$29,166.65",28.3%,N,Customer asked for 50 discount,
Initech LLC,00702,14/08/2024,India,"₹243,676.64","₹157,757.91",13.9%,Y,Quarterly renewal,
Cyberdyne Systems,00878,2024-11-20,EMEA,"€19,427.42","€13,648.62",16.8%,Yes,-,
Dunder Mifflin,00680,05-21-2024,USA,"$25,882.32","$21,254.00",8.8%,false,N/A,
Dunder Mifflin,00772,06/10/2024,USA,"$42,733.16","$35,000.39",43.1%,true,N/A,
Hooli Inc,00569,04-19-2024,USA,"$30,788.96","$26,958.52",49.4%,N,N/A,
Cyberdyne Systems,00155,2024-03-25,USA,"$28,671.16","$25,001.04",25.4%,Yes,VIP client priority support,
Massive Dynamic,00978,07-01-2024,North America,"$25,364.91","$14,154.17",49.9%,Yes,Quarterly renewal,
Stark Industries,00631,03/07/2024,USA,"$26,567.37","$15,654.14",33.6%,No,N/A,
Soylent Corp,00436,13/05/2024,LATAM,"$14,322.23","$10,977.53",33.2%,true,Account upgrade pending,
Initech LLC,00894,10-24-2024,North America,"$31,333.34","$19,661.63",46.0%,N,Customer asked for 50 discount,
Globex Inc,00358,23-Dec-2024,India,"Rs. 196,490.81","Rs. 149,675.25",33.6%,Yes,N/A,
Massive Dynamic,00491,2024-07-23,APAC,"₹157,783.71","₹91,527.78",46.9%,true,Fast shipping requested,
Stark Industries,00408,19/05/2024,Europe,"(€30,898.80)","€19,547.61",(34.2%),No,VIP client priority support,
Pied Piper,00989,28-06-2024,EMEA,"€12,395.04","€11,053.55",7.8%,No,-,
Pied Piper,00264,25/07/2024,Europe,"£9,535.06","£5,333.48",8.7%,Yes,N/A,
Acme Corp,00401,18-10-2024,India,"₹116,706.09","₹72,728.77",32.6%,Y,Fast shipping requested,
Dunder Mifflin,00898,2024-06-28,EMEA,"€24,501.88","€13,706.89",13.4%,Y,Customer asked for 50 discount,
Hooli Inc,00589,01/12/2024,Europe,"€32,384.64","€28,918.55",12.7%,Y,Account upgrade pending,
Hooli Inc,00356,02/08/2024,APAC,"₹133,546.44","₹105,164.21",43.7%,N,VIP client priority support,
Umbrella Corp,00791,04/01/2024,Europe,"€3,600.90","€3,103.51",15.3%,Yes,VIP client priority support,
Globex Inc,00337,25.11.2024,EMEA,"£32,096.33","£25,605.41",6.9%,Yes,Quarterly renewal,
Massive Dynamic,00513,2024-10-24,APAC,"₹129,741.42","₹111,155.13",5.3%,No,Customer asked for 50 discount,
Pied Piper,00579,25/03/2024,EMEA,"€21,393.36","€13,827.10",6.4%,false,-,
Wayne Enterprises,00219,02/07/2024,North America,"$15,090.68","$11,483.65",36.7%,true,Account upgrade pending,
Stark Industries,00065,04-05-2024,USA,"$1,025.79",$879.05,49.5%,true,N/A,
Wayne Enterprises,00626,08/09/2024,Europe,"(€5,233.28)","€3,086.00",(7.4%),Y,Customer asked for 50 discount,
Dunder Mifflin,00320,25/12/2024,LATAM,"$16,878.21","$13,097.83",39.9%,true,,
Acme Corp,00032,14/02/2024,EMEA,"£7,997.06","£6,282.35",46.4%,Yes,Standard order,
Umbrella Corp,00098,12-10-2024,USA,"($1,789.67)","$1,357.28",(15.1%),N,,
Dunder Mifflin,00048,26/08/2024,LATAM,"($26,165.85)","$14,794.48",(41.2%),true,Customer asked for 50 discount,
Initech LLC,00500,01/21/24,North America,"14,186.43","$11,422.63",7.1%,N,-,
Initech LLC,00510,20/12/2024,Europe,"€38,953.58","€28,000.43",36.0%,No,-,
Cyberdyne Systems,00338,10-03-2024,USA,"$73,765.11","$61,513.16",46.8%,N,Account upgrade pending,
Wayne Enterprises,00098,06-06-2024,India,"₹189,657.31","₹164,786.79",28.8%,false,VIP client priority support,
Massive Dynamic,00359,2024-04-18,India,"102,105.79","₹87,267.17",30.6%,No,Standard order,
Pied Piper,00966,04-11-2024,India,"₹124,849.10","₹83,702.62",49.0%,N,Quarterly renewal,
Massive Dynamic,00369,04-02-2024,USA,"$11,762.02","$9,489.11",47.0%,Y,N/A,
Cyberdyne Systems,00947,2024-05-22,APAC,"₹137,781.89","₹80,703.99",6.5%,Yes,Fast shipping requested,
Umbrella Corp,00269,16/07/2024,LATAM,"$31,552.92","$20,669.54",14.8%,No,N/A,
Acme Corp,00639,08-01-2024,India,"₹12,604.88","₹10,200.29",30.3%,false,Account upgrade pending,
Acme Corp,00512,08/02/2024,APAC,"25,326.35","₹20,716.53",26.4%,Yes,N/A,
Dunder Mifflin,00340,27-04-2024,EMEA,"£8,519.29","£7,405.01",25.9%,N,Customer asked for 50 discount,
Initech LLC,00588,14/05/2024,LATAM,"$22,353.91","$19,353.83",12.6%,true,,
Umbrella Corp,00713,04-15-2024,North America,"$58,202.93","$49,386.17",7.1%,true,N/A,
Soylent Corp,00740,16/02/2024,LATAM,"($44,056.46)","$33,563.18",(28.3%),false,,
Dunder Mifflin,00735,09/02/2024,India,"₹73,331.04","₹55,452.51",17.4%,true,N/A,
Wayne Enterprises,00529,02/17/2024,North America,"$49,881.61","$35,668.23",17.4%,false,VIP client priority support,
Massive Dynamic,00433,14.04.2024,APAC,"-(Rs. 176,861.11)","Rs. 98,006.11",(10.3%),false,Customer asked for 50 discount,
Massive Dynamic,00553,2024-04-22,APAC,"₹201,300.20","₹124,767.23",9.7%,false,-,
Umbrella Corp,00159,02/03/2024,USA,"$42,505.19","$27,263.47",22.0%,true,,
Dunder Mifflin,00780,14/06/2024,LATAM,"$32,829.04","$22,349.64",44.3%,Yes,N/A,
Massive Dynamic,00982,26-11-2024,Europe,"€18,838.27","€15,749.67",8.1%,Yes,Standard order,
Hooli Inc,00294,21/08/2024,LATAM,"$24,320.45","$16,160.47",49.6%,N,-,
Acme Corp,00629,06-02-2024,India,"(₹135,521.08)","₹105,442.94",(48.9%),true,-,
Soylent Corp,00330,2024-06-20,EMEA,"€12,631.66","€8,513.10",33.1%,Yes,VIP client priority support,
Initech LLC,00312,12-24-2024,North America,"43,673.00","$26,822.37",35.0%,false,Account upgrade pending,
Cyberdyne Systems,00918,07-04-2024,USA,"$69,943.05","$50,349.16",8.4%,N,-,
Wayne Enterprises,00013,19-May-2024,APAC,"₹139,907.83","₹119,457.30",17.5%,false,N/A,
Massive Dynamic,00120,26/07/2024,LATAM,"$5,969.79","$4,871.61",6.9%,Y,-,
Globex Inc,00284,12/16/2024,North America,$838.22,$565.73,25.2%,No,Customer asked for 50 discount,
Globex Inc,00372,01/09/2024,Europe,"€11,335.38","€10,287.63",5.8%,No,Customer asked for 50 discount,
Stark Industries,00137,04/04/2024,APAC,"₹223,511.87","₹198,818.60",36.5%,No,,
Stark Industries,00228,12/07/2024,North America,"$55,463.41","$38,394.88",30.4%,false,N/A,
Wayne Enterprises,00818,01-08-2024,India,"Rs. 210,363.64","Rs. 162,910.85",33.2%,N,VIP client priority support,
Wayne Enterprises,00222,06-23-2024,North America,"67,394.10","$46,528.50",37.3%,false,Fast shipping requested,
Stark Industries,00740,13/07/2024,Europe,"€32,014.04","€26,185.76",17.0%,true,Customer asked for 50 discount,
Stark Industries,00171,09/11/2024,North America,"$63,458.10","$57,892.17",9.2%,Y,-,
Dunder Mifflin,00266,21-08-2024,APAC,"₹73,235.80","₹65,099.76",29.5%,Y,Standard order,
Grand Total,N/A,-,Summary,"$28,452,100.80","$17,210,400.00",39.5%,,Auto-generated report total,
